4,3,
56,1,
289,1,2,
139,1,2,3,
110,1,2,3,4,
16,1,2,4,
21,1,2,4,3,
13,1,3,
18,1,3,2,
18,1,3,2,4,
3,1,3,4,
3,1,3,4,2,
4,1,4,
2,1,4,2,
5,1,4,3,
1,1,4,3,2,
68,2,
284,2,1,
166,2,1,3,
117,2,1,3,4,
22,2,1,4,
23,2,1,4,3,
23,2,3,
24,2,3,1,
17,2,3,1,4,
13,2,3,4,
4,2,3,4,1,
2,2,4,
1,2,4,1,
6,2,4,1,3,
4,2,4,3,
2,2,4,3,1,
257,3,
10,3,1,
25,3,1,2,
15,3,1,2,4,
4,3,1,4,
6,3,1,4,2,
26,3,2,
41,3,2,1,
32,3,2,1,4,
4,3,2,4,
7,3,2,4,1,
316,3,4,
17,3,4,1,
23,3,4,1,2,
23,3,4,2,
52,3,4,2,1,
445,4,
5,4,1,
8,4,1,2,
7,4,1,2,3,
1,4,1,3,
2,4,1,3,2,
4,4,2,
4,4,2,1,
9,4,2,1,3,
2,4,2,3,
2,4,2,3,1,
647,4,3,
23,4,3,1,
46,4,3,1,2,
29,4,3,2,
73,4,3,2,1,
"Candidate 1","Angus Anderson","Scottish National Party (SNP)",
"Candidate 2","Louise Margaret Laing","Scottish National Party (SNP)",
"Candidate 3","Derek Ross","Independent (Ind)",
"Candidate 4","Walter Wilson","Conservative and Unionist Party (Con)",
"Speyside Glenlivet",
