4,3,
16,4,3,
37,4,2,3,
99,2,3,4,
152,3,2,4,
11,1,3,4,
19,3,4,
148,1,2,4,3,
16,1,3,2,4,
470,1,
120,3,2,
16,2,3,1,4,
6,4,1,3,2,
47,2,1,4,3,
94,2,4,
33,1,2,3,4,
25,4,3,2,
7,3,1,4,2,
15,2,1,3,4,
92,3,4,2,
150,2,
21,4,2,1,3,
137,1,4,2,3,
44,2,4,1,3,
17,4,2,3,1,
99,1,2,
92,4,2,
1,4,3,1,2,
37,4,1,2,
36,4,1,2,3,
9,1,3,4,2,
94,1,4,
111,4,
60,3,2,4,1,
66,2,3,
19,4,1,
66,2,4,3,
5,3,4,1,2,
43,2,4,3,1,
9,2,3,1,
3,3,1,4,
13,1,2,3,
3,3,4,1,
9,3,1,2,4,
41,3,4,2,1,
13,3,2,1,4,
28,4,3,2,1,
215,3,
2,3,1,2,
3,4,1,3,
37,4,2,1,
6,3,1,
40,2,1,4,
8,1,4,3,
46,2,3,4,1,
197,1,4,2,
10,3,2,1,
9,1,4,3,2,
15,2,1,3,
16,1,3,2,
40,2,1,
45,2,4,1,
158,1,2,4,
12,1,3,
"Candidate 1","Ian Brown","Scottish National Party (SNP)",
"Candidate 2","David Gregg","Liberal Democrat (LD)",
"Candidate 3","Isabelle Mackenzie","Conservative and Unionist Party (Con)",
"Candidate 4","Lewis Whyte","Labour (Lab)",
"Inverness Millburn",
