4,3,
169,1,
33,1,2,
90,1,2,3,
27,1,2,3,4,
15,1,2,4,
19,1,2,4,3,
108,1,3,
105,1,3,2,
46,1,3,2,4,
38,1,3,4,
21,1,3,4,2,
16,1,4,
3,1,4,2,
9,1,4,2,3,
4,1,4,3,
12,1,4,3,2,
27,2,
15,2,1,
17,2,1,3,
14,2,1,3,4,
6,2,1,4,
8,2,1,4,3,
7,2,3,
14,2,3,1,
7,2,3,1,4,
4,2,3,4,
3,2,3,4,1,
1,2,4,
1,2,4,1,
16,3,
29,3,1,
31,3,1,2,
9,3,1,2,4,
2,3,1,4,
6,3,1,4,2,
3,3,2,
13,3,2,1,
4,3,2,1,4,
3,3,2,4,
6,3,2,4,1,
1,3,4,
3,3,4,2,
4,3,4,2,1,
5,4,
5,4,1,
3,4,1,2,
2,4,1,2,3,
1,4,1,3,
1,4,1,3,2,
2,4,2,
1,4,2,1,
1,4,2,1,3,
1,4,2,3,
1,4,3,1,2,
2,4,3,2,
1,4,3,2,1,
"Candidate 1","Malcolm John Bell","Independent (Ind)",
"Candidate 2","John Finlay Sinclair Fraser","Independent (Ind)",
"Candidate 3","Stephen Arthur Leask","Independent (Ind)",
"Candidate 4","Thomas Williamson","Conservative and Unionist Party (Con)",
"Ward 6 - Lerwick North",
