5,3,
294,1,
77,1,2,
33,1,2,3,
6,1,2,3,4,
19,1,2,3,4,5,
3,1,2,3,5,4,
17,1,2,4,
6,1,2,4,3,
22,1,2,4,3,5,
27,1,2,5,
1,1,2,5,3,
8,1,2,5,3,4,
33,1,3,
11,1,3,2,
4,1,3,2,4,5,
3,1,3,2,5,4,
86,1,3,4,
7,1,3,4,2,
19,1,3,4,2,5,
4,1,3,4,5,
15,1,3,4,5,2,
11,1,3,5,
1,1,3,5,2,4,
1,1,3,5,4,
48,1,4,
16,1,4,2,
9,1,4,2,3,5,
1,1,4,2,5,3,
87,1,4,3,
6,1,4,3,2,
13,1,4,3,2,5,
2,1,4,3,5,
5,1,4,3,5,2,
9,1,4,5,
2,1,4,5,2,3,
2,1,4,5,3,
2,1,4,5,3,2,
83,1,5,
17,1,5,2,
4,1,5,2,3,4,
8,1,5,3,
1,1,5,3,2,
3,1,5,3,4,
7,1,5,3,4,2,
9,1,5,4,
3,1,5,4,3,
7,1,5,4,3,2,
316,2,
145,2,1,
35,2,1,3,
11,2,1,3,4,
38,2,1,3,4,5,
8,2,1,3,5,4,
28,2,1,4,
5,2,1,4,3,
19,2,1,4,3,5,
5,2,1,4,5,3,
29,2,1,5,
10,2,1,5,3,4,
1,2,1,5,4,
2,2,1,5,4,3,
24,2,3,
11,2,3,1,
6,2,3,1,4,
3,2,3,1,4,5,
1,2,3,1,5,4,
77,2,3,4,
10,2,3,4,1,
37,2,3,4,1,5,
1,2,3,4,5,
11,2,3,4,5,1,
1,2,3,5,
1,2,3,5,1,4,
41,2,4,
13,2,4,1,
1,2,4,1,3,
5,2,4,1,3,5,
2,2,4,1,5,3,
46,2,4,3,
6,2,4,3,1,
20,2,4,3,1,5,
2,2,4,3,5,
9,2,4,3,5,1,
4,2,4,5,
13,2,5,
17,2,5,1,
2,2,5,1,3,
9,2,5,1,3,4,
3,2,5,3,
1,2,5,3,4,
3,2,5,3,4,1,
1,2,5,4,
3,2,5,4,3,1,
41,3,
11,3,1,
3,3,1,2,
5,3,1,2,4,5,
1,3,1,2,5,4,
10,3,1,4,
1,3,1,4,2,
4,3,1,4,2,5,
1,3,1,4,5,
1,3,1,4,5,2,
1,3,1,5,
2,3,2,
7,3,2,1,
1,3,2,1,4,5,
7,3,2,4,
2,3,2,4,1,
1,3,2,4,1,5,
1,3,2,5,
1,3,2,5,4,
310,3,4,
122,3,4,1,
9,3,4,1,2,
16,3,4,1,2,5,
13,3,4,1,5,2,
69,3,4,2,
4,3,4,2,1,
24,3,4,2,1,5,
1,3,4,2,5,
6,3,4,2,5,1,
11,3,4,5,
4,3,4,5,1,
9,3,4,5,1,2,
4,3,4,5,2,1,
4,3,5,
1,3,5,1,
1,3,5,1,4,2,
1,3,5,2,
1,3,5,2,4,1,
5,3,5,4,
1,3,5,4,1,2,
1,3,5,4,2,
42,4,
13,4,1,
2,4,1,2,
1,4,1,2,3,5,
21,4,1,3,
2,4,1,3,2,
6,4,1,3,2,5,
1,4,1,3,5,2,
2,4,1,5,
3,4,1,5,2,3,
1,4,1,5,3,2,
15,4,2,
9,4,2,1,
2,4,2,1,3,
2,4,2,1,3,5,
17,4,2,3,
1,4,2,3,1,
9,4,2,3,1,5,
2,4,2,5,
343,4,3,
150,4,3,1,
6,4,3,1,2,
32,4,3,1,2,5,
8,4,3,1,5,
24,4,3,1,5,2,
74,4,3,2,
9,4,3,2,1,
36,4,3,2,1,5,
1,4,3,2,5,
11,4,3,2,5,1,
18,4,3,5,
2,4,3,5,1,
9,4,3,5,1,2,
7,4,3,5,2,1,
4,4,5,
1,4,5,1,3,
1,4,5,1,3,2,
1,4,5,2,
2,4,5,3,
1,4,5,3,1,2,
57,5,
66,5,1,
9,5,1,2,
4,5,1,2,3,4,
1,5,1,2,4,3,
6,5,1,3,
1,5,1,3,2,4,
5,5,1,3,4,
16,5,1,3,4,2,
8,5,1,4,
1,5,1,4,2,3,
1,5,1,4,3,
2,5,1,4,3,2,
5,5,2,
9,5,2,1,
3,5,2,1,3,4,
6,5,2,3,
1,5,2,3,1,4,
1,5,2,4,
1,5,2,4,1,3,
3,5,3,
2,5,3,1,
1,5,3,1,4,2,
8,5,3,4,
1,5,3,4,1,2,
3,5,3,4,2,1,
2,5,4,
5,5,4,1,
1,5,4,1,3,2,
6,5,4,3,
3,5,4,3,1,
1,5,4,3,1,2,
1,5,4,3,2,
"Candidate 1","John Murray Caldwell","Independent (Ind)",
"Candidate 2","Stuart Mcdonald Currie","Scottish National Party (SNP)",
"Candidate 3","Judith Dunn","Labour (Lab)",
"Candidate 4","Andy Forrest","Labour (Lab)",
"Candidate 5","Fred Lawson","Conservative and Unionist Party (Con)",
"Ward 2 Musselburgh East and Carberry",
