5,4,
365,1,
53,1,2,
15,1,2,3,
1,1,2,3,4,
10,1,2,3,4,5,
3,1,2,3,5,
9,1,2,3,5,4,
1,1,2,4,
4,1,2,4,3,5,
1,1,2,4,5,
9,1,2,4,5,3,
60,1,2,5,
1,1,2,5,3,
15,1,2,5,3,4,
12,1,2,5,4,
25,1,2,5,4,3,
180,1,3,
8,1,3,2,
1,1,3,2,4,
7,1,3,2,4,5,
1,1,3,2,5,
6,1,3,2,5,4,
198,1,3,4,
4,1,3,4,2,
44,1,3,4,2,5,
6,1,3,4,5,
46,1,3,4,5,2,
7,1,3,5,
2,1,3,5,2,4,
2,1,3,5,4,
5,1,3,5,4,2,
88,1,4,
5,1,4,2,
5,1,4,2,3,5,
3,1,4,2,5,
5,1,4,2,5,3,
65,1,4,3,
4,1,4,3,2,
21,1,4,3,2,5,
3,1,4,3,5,
28,1,4,3,5,2,
11,1,4,5,
2,1,4,5,2,
5,1,4,5,2,3,
4,1,4,5,3,2,
41,1,5,
22,1,5,2,
2,1,5,2,3,
6,1,5,2,3,4,
4,1,5,2,4,
15,1,5,2,4,3,
3,1,5,3,
3,1,5,3,2,4,
1,1,5,3,4,2,
9,1,5,4,
3,1,5,4,2,
4,1,5,4,2,3,
2,1,5,4,3,2,
74,2,
28,2,1,
4,2,1,3,
6,2,1,3,4,5,
4,2,1,3,5,4,
3,2,1,4,
1,2,1,4,3,5,
1,2,1,4,5,
3,2,1,4,5,3,
27,2,1,5,
7,2,1,5,3,4,
2,2,1,5,4,
8,2,1,5,4,3,
6,2,3,
1,2,3,1,
1,2,3,1,4,5,
1,2,3,1,5,
2,2,3,1,5,4,
3,2,3,4,
1,2,3,4,5,
3,2,3,4,5,1,
6,2,3,5,
1,2,3,5,1,
2,2,3,5,1,4,
2,2,3,5,4,
4,2,3,5,4,1,
7,2,4,
1,2,4,1,
1,2,4,1,3,
1,2,4,1,5,
5,2,4,3,
1,2,4,3,5,
1,2,4,3,5,1,
6,2,4,5,
4,2,4,5,1,3,
2,2,4,5,3,1,
436,2,5,
132,2,5,1,
2,2,5,1,3,
20,2,5,1,3,4,
33,2,5,1,4,
147,2,5,1,4,3,
24,2,5,3,
5,2,5,3,1,
8,2,5,3,1,4,
3,2,5,3,4,
15,2,5,3,4,1,
54,2,5,4,
16,2,5,4,1,
63,2,5,4,1,3,
5,2,5,4,3,
13,2,5,4,3,1,
842,3,
382,3,1,
9,3,1,2,
1,3,1,2,4,
10,3,1,2,4,5,
1,3,1,2,5,
10,3,1,2,5,4,
426,3,1,4,
8,3,1,4,2,
61,3,1,4,2,5,
6,3,1,4,5,
62,3,1,4,5,2,
6,3,1,5,
1,3,1,5,2,
3,3,1,5,2,4,
1,3,1,5,4,2,
10,3,2,
5,3,2,1,
1,3,2,1,4,5,
2,3,2,1,5,4,
3,3,2,4,
1,3,2,4,1,
1,3,2,4,1,5,
4,3,2,4,5,1,
16,3,2,5,
1,3,2,5,1,
4,3,2,5,1,4,
1,3,2,5,4,
6,3,2,5,4,1,
210,3,4,
296,3,4,1,
6,3,4,1,2,
64,3,4,1,2,5,
2,3,4,1,5,
39,3,4,1,5,2,
12,3,4,2,
3,3,4,2,1,
4,3,4,2,1,5,
2,3,4,2,5,
7,3,4,2,5,1,
8,3,4,5,
3,3,4,5,1,
10,3,4,5,1,2,
1,3,4,5,2,
9,3,4,5,2,1,
4,3,5,
7,3,5,1,
1,3,5,1,2,4,
1,3,5,1,4,2,
7,3,5,2,
1,3,5,2,1,4,
1,3,5,2,4,1,
1,3,5,4,
1,3,5,4,1,2,
1,3,5,4,2,1,
79,4,
49,4,1,
2,4,1,2,
1,4,1,2,3,
1,4,1,2,3,5,
3,4,1,2,5,
7,4,1,2,5,3,
22,4,1,3,
6,4,1,3,2,5,
1,4,1,3,5,
3,4,1,3,5,2,
3,4,1,5,
2,4,1,5,2,
2,4,1,5,2,3,
2,4,1,5,3,2,
5,4,2,
3,4,2,1,
1,4,2,1,3,
2,4,2,1,3,5,
3,4,2,1,5,3,
1,4,2,3,5,1,
7,4,2,5,
2,4,2,5,1,
4,4,2,5,1,3,
1,4,2,5,3,1,
28,4,3,
32,4,3,1,
11,4,3,1,2,5,
3,4,3,1,5,
3,4,3,1,5,2,
3,4,3,2,
2,4,3,2,5,
2,4,3,2,5,1,
5,4,3,5,
2,4,3,5,1,
1,4,3,5,2,1,
3,4,5,
3,4,5,1,
2,4,5,1,2,
1,4,5,1,2,3,
3,4,5,2,
5,4,5,2,1,3,
1,4,5,2,3,
2,4,5,2,3,1,
1,4,5,3,
1,4,5,3,2,
47,5,
8,5,1,
6,5,1,2,
3,5,1,2,3,4,
3,5,1,2,4,
6,5,1,2,4,3,
1,5,1,3,2,4,
1,5,1,3,4,2,
4,5,1,4,
2,5,1,4,2,
1,5,1,4,2,3,
2,5,1,4,3,2,
179,5,2,
59,5,2,1,
2,5,2,1,3,
7,5,2,1,3,4,
16,5,2,1,4,
67,5,2,1,4,3,
8,5,2,3,
1,5,2,3,1,
3,5,2,3,1,4,
1,5,2,3,4,
11,5,2,3,4,1,
16,5,2,4,
6,5,2,4,1,
30,5,2,4,1,3,
2,5,2,4,3,
4,5,2,4,3,1,
3,5,3,
1,5,3,1,4,2,
3,5,3,2,
1,5,3,2,4,1,
6,5,4,
1,5,4,1,
1,5,4,1,2,
1,5,4,1,2,3,
2,5,4,1,3,2,
3,5,4,2,
2,5,4,2,1,
2,5,4,2,1,3,
1,5,4,2,3,1,
2,5,4,3,1,2,
1,5,4,3,2,
"Candidate 1","David Fairweather","Independent (Ind)",
"Candidate 2","Alex King","Scottish National Party (SNP)",
"Candidate 3","David Lumgair","Conservative and Unionist Party (Con)",
"Candidate 4","Richard Moore","Liberal Democrat (LD)",
"Candidate 5","Donald Morrison","Scottish National Party (SNP)",
""Arbroath West, Letham and Friockheim"",
