5,3,
83,1,
18,1,2,
38,1,2,3,
2,1,2,3,4,
8,1,2,3,4,5,
7,1,2,3,5,
11,1,2,3,5,4,
7,1,2,4,
1,1,2,4,3,
2,1,2,4,3,5,
6,1,2,5,
3,1,2,5,3,
2,1,2,5,3,4,
14,1,3,
31,1,3,2,
5,1,3,2,4,5,
2,1,3,2,5,
6,1,3,2,5,4,
10,1,3,4,
2,1,3,4,2,5,
2,1,3,4,5,2,
6,1,3,5,
1,1,3,5,2,
1,1,3,5,2,4,
3,1,3,5,4,2,
41,1,4,
7,1,4,2,
4,1,4,2,3,
12,1,4,2,3,5,
1,1,4,2,5,3,
8,1,4,3,
7,1,4,3,2,5,
1,1,4,3,5,2,
19,1,4,5,
3,1,4,5,2,3,
3,1,4,5,3,2,
72,1,5,
8,1,5,2,
6,1,5,2,3,
8,1,5,2,3,4,
9,1,5,3,
6,1,5,3,2,
6,1,5,3,2,4,
1,1,5,3,4,2,
17,1,5,4,
5,1,5,4,2,3,
3,1,5,4,3,2,
59,2,
12,2,1,
14,2,1,3,
4,2,1,3,4,5,
1,2,1,3,5,4,
4,2,1,4,
4,2,1,4,3,5,
6,2,1,5,
2,2,1,5,3,4,
411,2,3,
73,2,3,1,
4,2,3,1,4,
31,2,3,1,4,5,
2,2,3,1,5,
21,2,3,1,5,4,
82,2,3,4,
5,2,3,4,1,
35,2,3,4,1,5,
8,2,3,4,5,1,
24,2,3,5,
2,2,3,5,1,
8,2,3,5,1,4,
1,2,3,5,4,1,
6,2,4,
2,2,4,1,
1,2,4,1,3,5,
6,2,4,3,
4,2,4,3,1,5,
1,2,4,3,5,1,
2,2,4,5,
3,2,5,
1,2,5,1,
5,2,5,3,
65,3,
7,3,1,
9,3,1,2,
4,3,1,2,4,5,
3,3,1,2,5,
4,3,1,2,5,4,
5,3,1,4,
1,3,1,4,2,
1,3,1,4,2,5,
1,3,1,5,2,4,
511,3,2,
84,3,2,1,
6,3,2,1,4,
29,3,2,1,4,5,
5,3,2,1,5,
22,3,2,1,5,4,
87,3,2,4,
7,3,2,4,1,
32,3,2,4,1,5,
4,3,2,4,5,1,
21,3,2,5,
1,3,2,5,1,
12,3,2,5,1,4,
3,3,2,5,4,1,
14,3,4,
7,3,4,1,
1,3,4,1,2,
1,3,4,1,2,5,
21,3,4,2,
2,3,4,2,1,
10,3,4,2,1,5,
4,3,4,5,
1,3,4,5,1,2,
3,3,5,
3,3,5,1,
1,3,5,1,2,
1,3,5,1,2,4,
1,3,5,2,
2,3,5,2,4,
1,3,5,4,2,1,
492,4,
107,4,1,
24,4,1,2,
5,4,1,2,3,
20,4,1,2,3,5,
3,4,1,2,5,3,
23,4,1,3,
4,4,1,3,2,
10,4,1,3,2,5,
28,4,1,5,
7,4,1,5,2,3,
1,4,1,5,3,2,
24,4,2,
15,4,2,1,
2,4,2,1,3,
1,4,2,1,3,5,
85,4,2,3,
7,4,2,3,1,
32,4,2,3,1,5,
1,4,2,3,5,
5,4,2,3,5,1,
3,4,2,5,
1,4,2,5,3,1,
39,4,3,
14,4,3,1,
3,4,3,1,2,
5,4,3,1,2,5,
1,4,3,1,5,
1,4,3,1,5,2,
101,4,3,2,
12,4,3,2,1,
42,4,3,2,1,5,
4,4,3,2,5,1,
5,4,3,5,
2,4,3,5,1,2,
32,4,5,
26,4,5,1,
3,4,5,1,2,3,
2,4,5,1,3,2,
2,4,5,2,
1,4,5,2,1,3,
3,4,5,2,3,1,
2,4,5,3,
2,4,5,3,1,2,
2,4,5,3,2,1,
52,5,
67,5,1,
5,5,1,2,
3,5,1,2,3,
10,5,1,2,3,4,
1,5,1,2,4,3,
6,5,1,3,
1,5,1,3,2,
3,5,1,3,2,4,
1,5,1,3,4,2,
14,5,1,4,
5,5,1,4,2,3,
1,5,1,4,3,2,
4,5,2,
3,5,2,1,
2,5,2,1,4,3,
9,5,2,3,
1,5,2,3,1,
2,5,2,3,1,4,
1,5,2,3,4,1,
1,5,2,4,
1,5,2,4,1,
4,5,3,
7,5,3,1,
1,5,3,1,4,2,
5,5,3,2,
5,5,3,2,1,4,
1,5,3,4,2,1,
13,5,4,
12,5,4,1,
1,5,4,1,2,3,
4,5,4,1,3,2,
1,5,4,2,
5,5,4,3,
1,5,4,3,2,1,
"Candidate 1","James Calder","Liberal Democrat (LD)",
"Candidate 2","William Campbell","Labour (Lab)",
"Candidate 3","Helen Law","Labour (Lab)",
"Candidate 4","David Mogg","Scottish National Party (SNP)",
"Candidate 5","Graeme Whyte","Conservative and Unionist Party (Con)",
"Dunfermline North Ward",
