4,3,
267,1,
94,1,2,
61,1,2,3,
83,1,2,3,4,
14,1,2,4,
28,1,2,4,3,
60,1,3,
20,1,3,2,
27,1,3,2,4,
57,1,3,4,
67,1,3,4,2,
67,1,4,
11,1,4,2,
17,1,4,2,3,
87,1,4,3,
49,1,4,3,2,
388,2,
163,2,1,
124,2,1,3,
175,2,1,3,4,
24,2,1,4,
42,2,1,4,3,
67,2,3,
56,2,3,1,
108,2,3,1,4,
14,2,3,4,
26,2,3,4,1,
12,2,4,
13,2,4,1,
16,2,4,1,3,
9,2,4,3,
8,2,4,3,1,
57,3,
15,3,1,
10,3,1,2,
16,3,1,2,4,
27,3,1,4,
22,3,1,4,2,
18,3,2,
13,3,2,1,
15,3,2,1,4,
7,3,2,4,
3,3,2,4,1,
43,3,4,
53,3,4,1,
36,3,4,1,2,
4,3,4,2,
8,3,4,2,1,
466,4,
113,4,1,
18,4,1,2,
21,4,1,2,3,
147,4,1,3,
69,4,1,3,2,
4,4,2,
7,4,2,1,
10,4,2,1,3,
8,4,2,3,
13,4,2,3,1,
227,4,3,
192,4,3,1,
138,4,3,1,2,
9,4,3,2,
18,4,3,2,1,
"Candidate 1","John Divers","Labour (Lab)",
"Candidate 2","Graham Leadbitter","Scottish National Party (SNP)",
"Candidate 3","Sean Malone","Independent (Ind)",
"Candidate 4","Ray Mclean","Conservative and Unionist Party (Con)",
"Elgin City South",
