4,3,
456,1,
176,1,2,
82,1,2,3,
54,1,2,3,4,
62,1,2,4,
57,1,2,4,3,
194,1,3,
40,1,3,2,
53,1,3,2,4,
58,1,3,4,
53,1,3,4,2,
123,1,4,
40,1,4,2,
50,1,4,2,3,
52,1,4,3,
59,1,4,3,2,
174,2,
131,2,1,
43,2,1,3,
30,2,1,3,4,
30,2,1,4,
22,2,1,4,3,
11,2,3,
16,2,3,1,
10,2,3,1,4,
9,2,3,4,
7,2,3,4,1,
14,2,4,
16,2,4,1,
12,2,4,1,3,
5,2,4,3,
8,2,4,3,1,
188,3,
127,3,1,
21,3,1,2,
27,3,1,2,4,
47,3,1,4,
32,3,1,4,2,
10,3,2,
12,3,2,1,
5,3,2,1,4,
2,3,2,4,
10,3,2,4,1,
23,3,4,
28,3,4,1,
27,3,4,1,2,
6,3,4,2,
14,3,4,2,1,
175,4,
113,4,1,
33,4,1,2,
38,4,1,2,3,
42,4,1,3,
56,4,1,3,2,
22,4,2,
10,4,2,1,
18,4,2,1,3,
10,4,2,3,
5,4,2,3,1,
32,4,3,
45,4,3,1,
35,4,3,1,2,
18,4,3,2,
18,4,3,2,1,
"Candidate 1","Alec Clark","Independent (Ind)",
"Candidate 2","Ian Fitzsimmons","Conservative and Unionist Party (Con)",
"Candidate 3","John Mcdowall","Labour (Lab)",
"Candidate 4","Alec Oattes","Scottish National Party (SNP)",
"Ward 8 - Girvan and South Carrick",
