4,3,
77,1,
7,1,2,
10,1,2,3,
12,1,2,3,4,
19,1,2,4,
8,1,2,4,3,
14,1,3,
7,1,3,2,
9,1,3,2,4,
22,1,3,4,
14,1,3,4,2,
28,1,4,
9,1,4,2,
10,1,4,2,3,
13,1,4,3,
9,1,4,3,2,
49,2,
8,2,1,
3,2,1,3,
7,2,1,3,4,
13,2,1,4,
6,2,1,4,3,
19,2,3,
4,2,3,1,
9,2,3,1,4,
33,2,3,4,
18,2,3,4,1,
22,2,4,
7,2,4,1,
7,2,4,1,3,
43,2,4,3,
23,2,4,3,1,
32,3,
11,3,1,
2,3,1,2,
5,3,1,2,4,
7,3,1,4,
5,3,1,4,2,
9,3,2,
7,3,2,1,
5,3,2,1,4,
14,3,2,4,
14,3,2,4,1,
20,3,4,
10,3,4,1,
11,3,4,1,2,
17,3,4,2,
17,3,4,2,1,
174,4,
62,4,1,
12,4,1,2,
22,4,1,2,3,
23,4,1,3,
14,4,1,3,2,
44,4,2,
25,4,2,1,
16,4,2,1,3,
53,4,2,3,
32,4,2,3,1,
51,4,3,
37,4,3,1,
23,4,3,1,2,
57,4,3,2,
34,4,3,2,1,
"Candidate 1","Ranald Fraser","Conservative and Unionist Party (Con)",
"Candidate 2","Norman Alexander Macdonald","Independent (Ind)",
"Candidate 3","Donald Cudig Macleod","Independent (Ind)",
"Candidate 4","Angus Morrison","Independent (Ind)",
"Sgir' Uige agus Ceann a Tuath nan Loch",
