6,3,
449,1,
299,1,2,
81,1,2,3,
5,1,2,3,4,
1,1,2,3,4,5,
10,1,2,3,4,5,6,
3,1,2,3,4,6,5,
2,1,2,3,5,4,6,
1,1,2,3,6,4,
5,1,2,3,6,4,5,
2,1,2,3,6,5,4,
79,1,2,4,
2,1,2,4,3,
2,1,2,4,3,5,
8,1,2,4,3,5,6,
2,1,2,4,3,6,
5,1,2,4,3,6,5,
3,1,2,4,5,
3,1,2,4,5,3,
2,1,2,4,5,3,6,
1,1,2,4,5,6,
5,1,2,4,5,6,3,
9,1,2,4,6,
10,1,2,4,6,3,5,
1,1,2,4,6,5,
6,1,2,4,6,5,3,
19,1,2,5,
1,1,2,5,3,
1,1,2,5,3,4,
1,1,2,5,3,4,6,
2,1,2,5,3,6,4,
1,1,2,5,4,3,6,
4,1,2,5,4,6,3,
1,1,2,5,6,
1,1,2,5,6,3,4,
1,1,2,5,6,4,
3,1,2,5,6,4,3,
34,1,2,6,
1,1,2,6,3,
8,1,2,6,3,4,5,
1,1,2,6,4,
4,1,2,6,4,3,5,
2,1,2,6,4,5,
6,1,2,6,4,5,3,
2,1,2,6,5,3,4,
1,1,2,6,5,4,
1,1,2,6,5,4,3,
66,1,3,
79,1,3,2,
4,1,3,2,4,
7,1,3,2,4,5,6,
9,1,3,2,4,6,5,
1,1,3,2,5,4,
1,1,3,2,5,4,6,
1,1,3,2,5,6,4,
7,1,3,2,6,4,5,
1,1,3,2,6,5,4,
33,1,3,4,
2,1,3,4,2,
2,1,3,4,2,5,6,
5,1,3,4,2,6,5,
1,1,3,4,5,2,
5,1,3,4,5,2,6,
4,1,3,4,6,2,5,
1,1,3,4,6,5,
2,1,3,4,6,5,2,
14,1,3,5,
3,1,3,5,2,4,6,
1,1,3,5,2,6,
1,1,3,5,2,6,4,
1,1,3,5,4,
1,1,3,5,4,6,2,
13,1,3,6,
1,1,3,6,2,4,5,
1,1,3,6,4,2,5,
2,1,3,6,4,5,2,
33,1,4,
46,1,4,2,
2,1,4,2,3,5,6,
2,1,4,2,3,6,5,
5,1,4,2,5,
2,1,4,2,5,3,6,
2,1,4,2,5,6,
1,1,4,2,5,6,3,
1,1,4,2,6,
4,1,4,2,6,3,5,
1,1,4,2,6,5,
5,1,4,2,6,5,3,
14,1,4,3,
2,1,4,3,2,5,6,
1,1,4,3,2,6,
3,1,4,3,2,6,5,
1,1,4,3,5,2,6,
3,1,4,3,5,6,2,
1,1,4,3,6,
1,1,4,3,6,2,5,
19,1,4,5,
3,1,4,5,2,
1,1,4,5,2,3,
4,1,4,5,2,3,6,
1,1,4,5,3,2,6,
1,1,4,5,3,6,2,
1,1,4,5,6,
4,1,4,5,6,2,3,
18,1,4,6,
3,1,4,6,2,
1,1,4,6,2,3,5,
2,1,4,6,2,5,3,
1,1,4,6,5,
1,1,4,6,5,2,
31,1,5,
19,1,5,2,
1,1,5,2,3,
3,1,5,2,4,
1,1,5,2,4,3,6,
1,1,5,2,4,6,3,
1,1,5,2,6,
2,1,5,2,6,4,3,
9,1,5,3,
2,1,5,3,2,
1,1,5,3,2,4,6,
2,1,5,3,4,
1,1,5,3,4,2,6,
1,1,5,3,4,6,
2,1,5,3,4,6,2,
1,1,5,3,6,4,2,
23,1,5,4,
4,1,5,4,2,
1,1,5,4,2,6,
3,1,5,4,2,6,3,
2,1,5,4,3,2,6,
1,1,5,4,3,6,2,
1,1,5,4,6,
1,1,5,4,6,2,
4,1,5,4,6,2,3,
7,1,5,6,
1,1,5,6,2,
2,1,5,6,2,4,3,
1,1,5,6,3,
1,1,5,6,4,
6,1,5,6,4,2,3,
1,1,5,6,4,3,2,
8,1,6,
12,1,6,2,
1,1,6,2,3,
1,1,6,2,3,5,4,
1,1,6,2,4,
1,1,6,2,4,3,5,
1,1,6,2,5,4,3,
2,1,6,3,
1,1,6,3,2,4,5,
3,1,6,4,
1,1,6,4,2,3,5,
1,1,6,4,2,5,3,
1,1,6,4,3,
1,1,6,4,5,2,3,
2,1,6,5,
