Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8
Kay Allan,579.0,602.0,619.0,621.2469999999998,716.73492,894.4347,0.0,0.0
Charlie Baillie,211.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0
Eamonn Coyle,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Curran,1856.0,1873.0,1894.0,1895.4059799999995,1939.5664799999995,1980.69488,2156.00946,2334.3433
Colin Deans,2101.0,2133.0,2178.0,2164.0,2164.0,2164.0,2164.0,2164.0
Robert Mcelroy,1342.0,1345.0,1390.0,1391.2326400000002,1407.3161000000002,1522.5729,1625.97736,0.0
Jim Mcnally,1475.0,1487.0,1493.0,1494.43808,1557.54722,1660.86822,1800.2149,2062.5872600000002
Gordon Morgan,357.0,388.0,403.0,404.86822,0.0,0.0,0.0,0.0
Robert W Stewart,561.0,570.0,577.0,578.8104399999997,617.1185999999998,0.0,0.0,0.0
