Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9
John Bell,583.0,583.0,592.0,602.0,935.0,950.0,972.76586,952.0,952.0
Elaine Dinwoodie,801.0,801.0,807.0,828.0,848.0,1182.0,952.0,952.0,952.0
Anne Fairlie,375.0,375.0,390.0,399.0,0.0,0.0,0.0,0.0,0.0
Drew Filson,590.0,590.0,596.0,685.0,693.0,777.0,838.48728,844.9877,1066.8663
Alison Harper,698.0,699.0,701.0,718.0,721.0,737.0,756.84716,757.5887299999999,0.0
Mark Mitchell,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig Murray,53.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elaine Stewart,496.0,496.0,502.0,522.0,526.0,0.0,0.0,0.0,0.0
John Young,207.0,208.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0
