Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9
John Charteris,1208.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
Yen Hongmei Jin,606.0,620.7058499999999,620.9726,637.1493700000001,652.1493700000001,777.2185900000001,786.21859,810.5936899999999,0.0
Ivor Hyslop,843.0,1000.6121099999996,999.0,999.0,999.0,999.0,999.0,999.0,999.0
Maureen Johnstone,299.0,310.93769,311.20522000000005,322.72855000000004,326.73177000000004,0.0,0.0,0.0,0.0
Jeff Leaver,685.0,688.2871899999999,688.50304,701.6814200000001,833.23938,875.9593500000001,899.30698,916.78116,1153.63984
Tracey Little,659.0,661.0761199999998,661.0943900000001,685.0959999999999,689.0976099999999,710.45007,1099.98252,999.0,999.0
Joe Mcgurk,416.0,417.21107,417.23442,440.58044,447.58044,459.75345000000004,0.0,0.0,0.0
Arthur David Ramsay,120.0,121.38408,121.42517999999998,0.0,0.0,0.0,0.0,0.0,0.0
Keith Walters,158.0,158.69204000000002,158.74412,175.9225,0.0,0.0,0.0,0.0,0.0
