Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Karen Conaghan,2171.0,1305.0,1305.0,1305.0,1305.0,1305.0
Gurpreet Singh Johal,930.0,987.0412699999999,1546.4613700000007,1305.0,1305.0,1305.0
David Mcbride,2045.0,2045.0,1305.0,1305.0,1305.0,1305.0
Lynda Mcewan,73.0,86.96115,99.98774999999998,123.01028999999998,127.73398999999999,137.35715
Andrew Joseph Muir,100.0,110.37114,119.77923999999999,131.60900999999998,136.87811999999997,147.51948
Chris Pollock,529.0,1246.2042199999992,1265.3822699999992,1291.8324799999998,1295.88897,1305.78872
Jonathan Rainey,45.0,49.786680000000004,54.852579999999996,62.27292,68.48553999999999,0.0
Brian Walker,601.0,602.9944499999999,642.4361000000001,682.5495699999999,686.55997,696.4467
Kelly Wilson,30.0,30.79778,32.245180000000005,34.341570000000004,0.0,0.0
