Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9
Jamie Adams,180.0,182.63692000000003,185.20557000000005,192.38037999999997,208.89097999999996,0.0,0.0,0.0,0.0
James Boag,61.0,65.66532,66.17904999999999,0.0,0.0,0.0,0.0,0.0,0.0
Kenny Braes,1090.0,1090.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0
Bill Duff,894.0,896.12982,965.7769300000008,972.1265500000005,976.4481400000002,1059.0173599999998,1010.0,1010.0,1010.0
Iain Gall,1124.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0
Angela Jocelyn Noble,139.0,154.01016000000004,155.03762000000006,163.44330000000002,0.0,0.0,0.0,0.0,0.0
John Ruddy,330.0,341.05477999999994,341.7152899999999,344.22238999999985,391.9753,426.00683,433.34556999999995,0.0,0.0
Mark Salmond,499.0,532.4686000000002,534.0097900000001,553.77929,586.72047,611.8427200000001,619.7905499999999,729.27593,0.0
Tommy Stewart,732.0,748.83572,750.2301300000001,763.14291,784.0418599999999,808.1886399999999,814.80882,902.8445600000001,1376.93637
