Candidate,Round 1,Round 2,Round 3
John Alexander,2143.0,1192.0,1192.0
Callum Baird,199.0,268.22812000000005,283.58812
Daniel Coleman,1116.0,1169.2523999999994,1226.2687200000005
Susan Ettle,81.0,86.32524000000001,90.87180000000002
Stewart Hunter,559.0,1309.8588399999976,1309.8588399999976
Maddie Jamieson,43.0,46.106390000000005,60.360469999999985
Kevin Keenan,1359.0,1359.0,1192.0
Calum Walker,351.0,353.21885,366.12125000000003
Laura Whyte,105.0,119.64441000000002,124.80536999999997
