Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8
Russell Auld,87.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0
Kathleen Baird,696.0,701.0,707.0,723.0,726.0676199999999,733.0676199999999,738.75334,743.1815
Mike Barnacle,802.0,819.0,828.0,859.0,870.7063199999999,905.0589200000001,924.1563,930.28526
Simon Edwin Bramwell,230.0,241.0,246.0,0.0,0.0,0.0,0.0,0.0
Dave Cuthbert,897.0,905.0,915.0,964.0,930.0,930.0,930.0,930.0
Donald Fraser,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Giacopazzi,652.0,658.0,664.0,685.0,688.59652,1009.1959400000001,930.0,930.0
Sandy Miller,411.0,417.0,418.0,434.0,435.83351999999996,0.0,0.0,0.0
Willie Robertson,789.0,807.0,857.0,902.0,909.9334999999999,947.3566199999999,947.3566199999999,930.0
