Candidate,Round 1,Round 2,Round 3
Mohammed Asif,1087.0,1087.0,1033.0
Jimmy Black,1536.0,1033.0,1033.0
David Bowes,834.0,1281.6514900000004,1281.6514900000004
James Clancy,254.0,258.58458,259.97534
Raymond Alexander Lawrie,137.0,138.96482000000003,141.15030000000002
Andy Mcbride,132.0,134.94723,136.28832
Wayne Scott,91.0,92.63735,93.28306
Stuart Winton,106.0,110.58458000000002,111.37930000000004
Helen Wright,984.0,1000.04603,1037.2985299999998
