Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9
Bob Brawn,918.0,949.2378499999996,961.3576499999999,974.4475,1008.8368499999999,1023.8967500000001,1024.53982,1089.69027,1244.50167
Gordon Ross Clark,163.0,164.0183,168.01830000000004,178.01830000000004,0.0,0.0,0.0,0.0,0.0
Pauline Hunter,232.0,232.41930000000002,234.4193,241.4193,300.6589,341.68885,342.56592,0.0,0.0
Harry Macfadyen,776.0,776.3294500000001,778.32945,780.32945,785.3593999999999,811.38935,835.71605,889.02298,0.0
Tom Mcewan,1101.0,1102.04825,1105.04825,1111.0782,1119.1381000000001,1194.1979999999999,1166.0,1166.0,1166.0
Jack Murphy,37.0,37.1797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernard Noonan,64.0,64.26955,65.26955,0.0,0.0,0.0,0.0,0.0,0.0
Louise Ramsay,169.0,169.32945000000004,175.32945000000004,187.38935000000004,214.47920000000002,0.0,0.0,0.0,0.0
Caroline Shiers,1202.0,1166.0,1166.0,1166.0,1166.0,1166.0,1166.0,1166.0,1166.0
