Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9
Danny Alderslowe,812.0,895.9997599999994,900.0136399999994,967.9770799999998,1072.9039199999997,1284.4865,1326.90501,1344.66149,1772.63755
Jahangir Hanif,2392.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0
Rosie Kane,327.0,453.26886999999965,456.9590499999996,473.4346799999997,0.0,0.0,0.0,0.0,0.0
John B Marshall,423.0,441.84609999999986,443.3351199999999,0.0,0.0,0.0,0.0,0.0,0.0
Katy Mccloskey,533.0,590.8844499999996,596.1931299999993,705.7091199999993,761.3930399999997,831.8179999999998,865.6051299999999,888.59196,0.0
Jill Mcgowan,456.0,522.2305799999997,526.8271199999996,537.7117299999998,644.2802399999998,0.0,0.0,0.0,0.0
Anne Marie Millar,1869.0,1869.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0
Hanif Raja,554.0,613.4998299999997,651.5669499999995,668.3118099999997,690.6130399999997,748.5578499999999,0.0,0.0,0.0
James Scanlon,1372.0,1392.7307099999998,1429.5030299999999,1448.23571,1473.22926,1537.9593100000002,1915.2642999999998,1748.0,1748.0
