Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9
Archie Buchanan,1948.0,1319.0,1319.0,1319.0,1319.0,1319.0,1319.0,1319.0,1319.0
Mathew Buchanan,1215.0,1272.47442,1282.1201999999998,1286.1201999999998,1300.76598,1335.99488,1319.0,1319.0,1319.0
Ross Gibson,31.0,34.2289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geri Gray,621.0,1103.3976600000005,1106.6892200000002,1130.59523,1136.9181199999998,1220.06262,1222.96732,1235.30114,1453.22163
Iain Leckenby,57.0,63.13491,63.13491,0.0,0.0,0.0,0.0,0.0,0.0
Paul Mcgarry,722.0,738.7902799999999,748.1131699999999,750.1131699999999,757.11317,782.3733999999998,787.49378,1042.47926,0.0
John Mckechnie,154.0,180.15409000000005,182.79987000000003,192.76854,198.41432,0.0,0.0,0.0,0.0
Patrick Nailon,458.0,461.87467999999996,463.87467999999996,467.19757,486.19757,490.52045999999996,492.8519,0.0,0.0
Jonathan Richardson,68.0,70.26023,72.26023,79.26023,0.0,0.0,0.0,0.0,0.0
