Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9
Leo Francis Lanahan,79.0,84.72672,85.02168,90.59912999999999,0.0,0.0,0.0,0.0,0.0
Kirsten Larson,1545.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0
Julie Patricia Mcanulty,129.0,146.89600000000002,147.21554,180.57590000000002,208.31622,271.22585999999995,285.56908999999996,0.0,0.0
Jeff Mcdonald,172.0,179.15840000000003,179.42878000000002,182.92794999999995,191.67354,202.43173,0.0,0.0,0.0
Alexander Mcvey,1017.0,1017.0,992.0,992.0,992.0,992.0,992.0,992.0,992.0
Bill Shields,663.0,690.91776,712.1057199999996,747.4650099999997,762.1781499999998,785.1382600000001,831.56089,933.8734,1188.06465
Mark Shields,123.0,135.5272,135.67468000000002,162.72813999999997,169.40418999999997,0.0,0.0,0.0,0.0
Allan Stubbs,749.0,1196.7579199999996,1196.7579199999996,992.0,992.0,992.0,992.0,992.0,992.0
Craig Whiteside,479.0,481.50544,481.94788,484.34490999999997,490.39406999999994,496.7122,546.03033,562.23287,0.0
