Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9
Gordon Bain,246.0,272.10031000000015,283.9696900000002,289.6804300000001,300.2985000000001,330.77909999999997,331.87492,0.0,0.0
Matthew Brown,1624.0,1027.0,1027.0,1027.0,1027.0,1027.0,1027.0,1027.0,1027.0
Ian Clarkson,1374.0,1374.0,1027.0,1027.0,1027.0,1027.0,1027.0,1027.0,1027.0
Bobby Cochrane,81.0,92.76351999999997,112.96672000000001,123.83941000000003,0.0,0.0,0.0,0.0,0.0
Ian Kerr,51.0,61.660689999999995,65.19625,0.0,0.0,0.0,0.0,0.0,0.0
Ruth Maguire,265.0,695.4713100000006,704.5627500000007,713.2266100000005,730.1185300000003,769.0594100000001,770.5515,840.7349099999999,945.82586
Pat Mcphee,614.0,634.5861600000001,652.2639600000001,653.2517200000001,657.1244100000001,682.22724,683.2213800000001,773.2682,0.0
David O'Neill,691.0,720.7764100000002,950.3352700000007,958.2079600000006,995.07734,1039.58034,1027.0,1027.0,1027.0
Derek Owen,187.0,197.29308,202.84896,216.58418,231.08926,0.0,0.0,0.0,0.0
