Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8
Ted Booth,536.0,565.79264,566.79264,577.25815,593.12019,0.0,0.0,0.0
Bill Campbell,872.0,922.7405899999999,923.2060999999998,939.67161,946.60263,1058.11977,1119.27052,1272.9723
Michael Crichton,165.0,821.3690999999992,823.7656299999993,836.1621599999994,1021.3166299999998,1102.69581,1105.34264,1460.06476
Nadia El-Nakla,924.0,961.2407999999997,964.2407999999997,974.7063099999997,978.6373299999998,1217.8269199999997,1147.0,1147.0
Donald Hay,386.0,453.0334399999999,453.0334399999999,457.96446,0.0,0.0,0.0,0.0
Annie Jenkins,64.0,68.6551,71.6551,0.0,0.0,0.0,0.0,0.0
Brooke Labagh,15.0,17.327550000000002,0.0,0.0,0.0,0.0,0.0,0.0
Fraser Macpherson,2146.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0
Richard Mccready,624.0,731.0672999999999,734.0672999999999,740.9983199999999,831.1189299999999,928.17056,931.7287399999999,0.0
