Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9
Ali Ashraf,184.0,188.76102000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karin Currie,438.0,441.4819399999999,453.6240599999999,472.05041999999986,0.0,0.0,0.0,0.0,0.0
Khalil Malik,2057.0,2082.0131199999996,2123.647499999999,2256.3529399999993,2309.70824,2624.74834,2392.0,2392.0,2392.0
David Meikle,1435.0,1445.0905199999997,1452.4458199999997,1460.7300599999999,1593.2274799999998,1610.7249,1632.3458999999998,1839.5304,2217.93938
Isabel Nelson,863.0,883.9626999999994,893.4601199999994,918.6681399999997,1001.4497999999999,1030.6578200000001,1070.5502000000001,0.0,0.0
Irfan Rabbani,2575.0,2392.0,2392.0,2392.0,2392.0,2392.0,2392.0,2392.0,2392.0
Ian A Ruffell,1043.0,1060.9781799999996,1096.7598399999995,1206.3231599999995,1280.9626999999996,1321.3838999999998,1374.77932,1835.22528,0.0
Muhammad Shoaib,592.0,605.5013999999999,611.7145799999998,633.5673,656.85154,0.0,0.0,0.0,0.0
Fatima Uygun,380.0,388.1718999999998,418.6693199999998,0.0,0.0,0.0,0.0,0.0,0.0
