Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9
Diane Calder,1898.0,1394.0,1394.0,1394.0,1394.0,1394.0,1394.0,1394.0,1394.0
Janet Campbell,583.0,867.9244199999996,880.3864699999996,881.5670399999999,894.1732000000001,961.0394600000001,990.30332,1056.7760399999997,1666.12343
Angela Doran,1324.0,1340.1979400000014,1448.3791400000002,1394.0,1394.0,1394.0,1394.0,1394.0,1394.0
June Douglas,256.0,273.7911799999998,296.5940799999999,298.56519000000003,312.76186,0.0,0.0,0.0,0.0
Chris Horne,1897.0,1897.0,1394.0,1394.0,1394.0,1394.0,1394.0,1394.0,1394.0
Elaine Mallon,57.0,59.12432000000001,72.38181999999999,73.58765,0.0,0.0,0.0,0.0,0.0
Audrey Middleton,313.0,317.7797199999999,367.8930699999999,410.11301000000026,423.28692000000007,467.04057000000006,627.68643,0.0,0.0
Pippa Plevin,422.0,570.96794,576.53609,577.0861600000001,580.1483200000001,626.42677,668.3114600000001,738.82202,0.0
John Robertson Woods,217.0,223.63849999999994,350.3802000000001,352.3915400000001,367.73208000000005,454.12541999999996,0.0,0.0,0.0
