9,4,
160,1,
6,1,2,
20,1,2,3,
1,1,2,3,4,
2,1,2,3,4,5,6,7,8,9,
1,1,2,3,6,
1,1,2,3,7,
1,1,2,3,7,8,9,4,5,6,
1,1,2,3,8,
3,1,2,3,9,
1,1,2,3,9,4,8,7,6,5,
1,1,2,4,
1,1,2,4,5,3,9,8,6,7,
1,1,2,4,6,7,
1,1,2,4,7,9,3,
1,1,2,5,3,
1,1,2,5,4,6,3,
1,1,2,5,7,
1,1,2,6,
1,1,2,6,4,7,
1,1,2,6,8,9,
1,1,2,6,9,
1,1,2,7,
1,1,2,7,6,
1,1,2,7,6,3,
1,1,2,8,
1,1,2,8,9,
28,1,2,9,
2,1,2,9,3,
1,1,2,9,3,7,6,
1,1,2,9,3,7,8,4,6,5,
1,1,2,9,3,7,8,6,4,5,
1,1,2,9,3,8,6,7,5,4,
1,1,2,9,4,6,8,3,7,5,
6,1,2,9,6,
1,1,2,9,6,4,3,8,7,5,
1,1,2,9,6,7,3,8,4,5,
1,1,2,9,7,
2,1,2,9,8,
1,1,2,9,8,6,
1,1,2,9,8,7,3,6,4,5,
32,1,3,
9,1,3,2,
1,1,3,2,4,5,7,8,9,6,
1,1,3,2,4,6,7,8,9,5,
1,1,3,2,5,
1,1,3,2,5,9,
3,1,3,2,9,
9,1,3,4,
1,1,3,4,2,6,
1,1,3,4,5,7,8,
1,1,3,4,5,8,7,
1,1,3,4,7,5,6,8,2,9,
1,1,3,4,7,8,5,
1,1,3,4,8,7,
14,1,3,5,
2,1,3,5,7,
2,1,3,6,
1,1,3,6,2,
1,1,3,6,8,
34,1,3,7,
1,1,3,7,2,
1,1,3,7,2,9,
5,1,3,7,4,
1,1,3,7,4,2,9,6,8,5,
1,1,3,7,4,6,9,2,
1,1,3,7,4,8,
2,1,3,7,5,
1,1,3,7,5,4,
1,1,3,7,5,8,4,6,2,9,
3,1,3,7,6,
1,1,3,7,6,2,9,8,4,5,
9,1,3,7,8,
