Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Altany Steel Andrew Craik,1491.0,1491.0,1148.0,1148.0,1148.0
David Croll,531.0,537.4641799999999,613.60742,639.7096200000001,745.0269
Julie Christina Ford,1740.0,1148.0,1148.0,1148.0,1148.0
Ian Robertson,119.0,128.86638,163.60242,0.0,0.0
Keith William Smith,174.0,182.16528,275.10144,327.5746,0.0
Craig Walker,533.0,1059.66056,1104.28832,1138.24162,1186.94632
