Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Nick Cook,3010.0,2716.0,2716.0,2716.0,2716.0
Sandy Howat,2427.0,2429.0510700000004,2450.19981,2452.2733899999994,0.0
Chris Land,1001.0,1260.02084,0.0,0.0,0.0
Melanie Main,2629.0,2631.9301,2721.3852600000005,2716.0,2716.0
Neil Ross,2039.0,2054.04118,2508.97642,2510.34292,3477.28364
Mandy Watt,2473.0,2480.8136000000004,2699.7095600000007,2701.18082,3441.701
