Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
David Aitchison,1041.0,1229.0277000000003,1238.47168,1280.0878400000001,1398.60654
Stacey Devine,1202.0,1434.5403800000004,1394.0,1394.0,1394.0
Lynn Munro,843.0,950.8281300000003,951.9298899999999,984.17918,995.81753
Debra Pickering,136.0,193.94323,211.01740999999998,245.42461000000003,0.0
Nicholas William Pitts,90.0,125.30315999999999,126.71772000000001,0.0,0.0
Ann Ritchie,2262.0,1394.0,1394.0,1394.0,1394.0
