Candidate,Round 1,Round 2,Round 3,Round 4
Jenny Collins,275.0,456.07151999999996,467.27324999999996,492.25937999999996
Margaret Kennedy,2401.0,1474.0,1474.0,1474.0
Karen Alison Marjoram,1064.0,1186.0012800000002,1188.34194,1521.65867
Helen Martin,234.0,525.4904,548.39543,555.82337
Tony Miklinski,1561.0,1561.0,1474.0,1474.0
Steven Mitchell Simpson,359.0,381.0065600000001,381.7310500000001,0.0
