Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Robin Currie,626.0,649.3856000000003,694.72416,770.6556,701.0
Anne Horn,821.0,701.0,701.0,701.0,701.0
Michael Kelly,160.0,169.64656,0.0,0.0,0.0
John Mcalpine,411.0,432.04704000000004,473.09327999999994,525.70928,547.32548
Alastair Redman,648.0,652.53096,679.1156000000001,689.13872,707.6840100000001
Ed Tyler,134.0,176.97104,196.3096,0.0,0.0
