Candidate,Round 1,Round 2,Round 3,Round 4
Billy Buchanan,1018.0,1042.7396199999998,1073.29092,1138.37752
Tom Coleman,1387.0,1121.0,1121.0,1121.0
Linda Gow,1235.0,1235.0,1121.0,1121.0
Chris Harley,166.0,176.73968,192.61527999999998,0.0
Lynda Kenna,299.0,493.84848000000005,512.9545800000001,560.8279600000001
Elliot Roy,376.0,385.01366,394.15136,430.10694
