Candidate,Round 1,Round 2,Round 3,Round 4
Ritchie Adam,150.0,207.76571999999993,0.0,0.0
Alastair Carmichael,1165.0,1275.1305800000002,1336.2724400000002,1437.64106
George Kennedy,213.0,277.5755,323.24771999999996,0.0
Alan Lafferty,1763.0,1349.0,1349.0,1349.0
Stewart Miller,1223.0,1259.6319199999994,1300.9720599999996,1360.24342
Alec White,879.0,890.27136,900.0892,919.90704
