Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Jeremy Ross Balfour,2050.0,2100.0,2054.0,2054.0,2054.0,2054.0
Paul Edie,1788.0,1798.0,1817.4690999999998,1817.8446800000002,1993.1385500000001,2797.65145
Dominic Hinde,502.0,526.0,530.0515,530.4998800000001,0.0,0.0
Tom Mcinally,1679.0,1698.0,1701.9419999999998,1702.3115299999997,1883.86526,0.0
James Nisbet,161.0,0.0,0.0,0.0,0.0,0.0
Frank Ross,2032.0,2053.0,2055.7156,2054.0,2054.0,2054.0
