Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Jim Gibbons,1375.0,1380.68819,1392.6342500000005,1486.1518199999998,1957.29495
Jim Goodall,1698.0,1698.0,1537.0,1537.0,1537.0
Maureen Henry,571.0,623.5434499999999,684.0322299999998,795.60536,838.02911
Gordon Hugh Macleod Masterton,327.0,342.03996,372.47396999999995,0.0,0.0
Graeme Mcginnigle,1701.0,1537.0,1537.0,1537.0,1537.0
Kate Waddell,472.0,473.44615,477.90222,560.08765,0.0
