Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Robert Brown,1798.0,1798.0,1452.0,1452.0,1452.0
Margaret Cowie,1142.0,1220.45201,1333.40842,1342.53635,1522.31037
Brian Stuart Finlay,152.0,324.28295,364.30839000000003,382.54208,0.0
Taylor Muir,854.0,860.61878,950.09873,976.22218,1008.59818
Carol Nugent,1803.0,1452.0,1452.0,1452.0,1452.0
Jack Sinclair,57.0,64.7868,71.13699,0.0,0.0
