Candidate,Round 1,Round 2,Round 3,Round 4
Rhona Brock,1224.0,1224.0,1117.0,1117.0
Julia Mary Brown,261.0,327.47416,354.9209,452.70802000000003
Roger Cartwright,171.0,237.96778,276.16595,0.0
Stewart Donaldson,1082.0,1086.7716599999999,1104.95294,1137.2720399999998
Noah Khogali,1337.0,1117.0,1117.0,1117.0
David West,391.0,393.13901999999996,396.72283,402.82831999999996
