Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Charlotte Hanbury,174.0,190.71984000000003,193.57869000000005,0.0,0.0,0.0
Alison Jean Hay,312.0,387.23928,401.1732799999999,483.42447,528.50508,0.0
Donnie Macmillan,409.0,518.72395,543.5791,598.6773499999999,677.99613,943.24326
Douglas Trevor Philand,1111.0,724.0,724.0,724.0,724.0,724.0
Wendy Reynolds,174.0,209.18133,222.89823,231.96373,0.0,0.0
Sandy Taylor,712.0,811.62238,724.0,724.0,724.0,724.0
