Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Robert Burns,106.0,117.06190000000002,125.81882000000002,136.98549,0.0
Jim Grieve,890.0,925.6438999999998,945.8820299999999,953.2015600000001,1003.8483100000001
Michael Mccormick,1689.0,997.0,997.0,997.0,997.0
Drew Mckenzie,592.0,638.7057999999998,665.5894899999998,702.31872,741.56127
Robert Moran,612.0,1134.3674999999998,997.0,997.0,997.0
Harry Osborn,96.0,98.4582,100.69491000000001,0.0,0.0
