Candidate,Round 1,Round 2,Round 3
Laura Brennan-Whitefield,1256.0,1256.0,985.0
Douglas Campbell,892.0,902.41648,1138.0264
Ian Cavana,958.0,1015.0736300000001,1015.0736300000001
Ian Davis,1258.0,985.0,985.0
Brenda Knox,256.0,286.3814,291.55964000000006
Jamie Mcgeechan,300.0,363.36692,375.23372000000006
