Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Rachael Anne King,477.0,477.0,367.0,367.0,367.0
Sean Lewis,64.0,71.08833999999999,78.69814000000002,83.13928,0.0
Jean Stevenson,284.0,352.52061999999995,401.6384199999999,367.0,367.0
Owen Tierney,554.0,367.0,367.0,367.0,367.0
Duncan Tullock,237.0,313.62158,338.29578,354.70299,383.68177000000003
Helen Woodsford-Dean,217.0,226.11357999999998,242.94738,248.15380000000005,276.55023
