Candidate,Round 1,Round 2,Round 3,Round 4
Keith Allan,1420.0,1197.0,1197.0,1197.0
Steven Carr,1048.0,1053.1823200000001,1121.6534400000003,1205.1245600000002
Neil Henry Gaunt,547.0,562.3899199999998,686.0180799999999,0.0
Andrew Lear,333.0,335.6696799999999,0.0,0.0
Crawford Reid,812.0,1002.64656,1017.4317599999999,1205.42456
Catherine Scott,625.0,626.41336,720.5704,821.8844799999999
