Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Alexander Glasgow,151.0,174.07155000000003,175.5723,177.03098,0.0
Iain Gregory,660.0,765.31484,776.0602100000001,782.6416900000002,869.55183
Ron Gunn,1411.0,1028.0,1028.0,1028.0,1028.0
Struan Mackie,921.0,1043.9577900000002,1043.9577900000002,1028.0,1028.0
Matthew Reiss,1049.0,1049.0,1028.0,1028.0,1028.0
Karl Rosie,947.0,1004.0003,1007.72216,1008.8141200000001,1056.43758
