Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Lynne Anderson,1292.0,1140.0,1140.0,1140.0,1140.0
Stephen Goldsack,987.0,988.9998800000001,997.82324,1084.0584,1125.6466
Stephen Francis Kirley,227.0,351.81604,0.0,0.0,0.0
Scott Lamond,759.0,764.7643600000004,817.469,913.05672,0.0
Frances Mcglinchey,416.0,420.58795999999995,551.8797199999999,0.0,0.0
John Mclaren,878.0,884.58784,934.7044000000001,1100.88032,1875.70236
