Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Beth Baudo,974.0,974.0,950.0,950.0,950.0,950.0
Sheila Cameron,486.0,496.2892800000001,496.53568000000007,511.72109,0.0,0.0
Michael Clarkson,642.0,650.36004,672.16644,762.5489699999999,782.01835,0.0
John Marshall,198.0,199.44693,199.81652999999997,0.0,0.0,0.0
Frank Mcnally,1132.0,950.0,950.0,950.0,950.0,950.0
Jim Reddin,364.0,511.58686,512.0057400000001,543.51269,817.7827199999999,1095.2069
