Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Judy Hamilton,1534.0,1050.0,1050.0,1050.0,1050.0
Stuart Macphail,871.0,906.33712,922.96814,1340.9146700000001,1050.0
Dorothy Ross,305.0,313.5187699999999,0.0,0.0,0.0
Kenny Selbie,575.0,948.2483299999999,988.34996,1016.13608,1084.32338
Alice Soper,423.0,440.35305,566.61509,592.9306,647.5788
Iain Wallace,489.0,496.57223999999997,510.88775,0.0,0.0
