Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Richard John Brodie,902.0,911.71712,924.34736,995.4855799999999,1017.45362,1396.60724
Ian Carruthers,1118.0,1021.0,1021.0,1021.0,1021.0,1021.0
Cameron Garrett,166.0,166.69407999999999,195.86392,0.0,0.0,0.0
George Jamieson,1104.0,1104.0,1021.0,1021.0,1021.0,1021.0
Sean Marshall,975.0,982.3746,1003.12428,1063.04134,1021.0,1021.0
Allan Weild,839.0,909.01532,910.97,921.45582,926.57869,0.0
