Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Andrew John Hassan,752.0,782.0,934.16984,999.65522,1047.5705400000002
Kenny Hutchison,728.0,0.0,0.0,0.0,0.0
Paul Johnston,916.0,959.0,1131.38564,1010.0,1010.0
Jenny Nicol,971.0,1597.0,1010.0,1010.0,1010.0
Sheila Powell,803.0,809.0,827.01044,837.3139299999999,0.0
Derek Ritchie,876.0,879.0,897.378,910.09849,1648.09692
