Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
John Mackay,220.0,224.37752,224.62806,254.814,261.74705,339.88163
Alistair Maclennan,193.0,200.817,201.00078000000002,238.48506,247.30453,0.0
John Norman Macleod,339.0,286.0,286.0,286.0,286.0,286.0
Kenneth Macleod,277.0,286.84942,286.0,286.0,286.0,286.0
Kenny John Macleod,239.0,260.8876,261.11018,310.99902,286.0,286.0
Malcolm Ivor Mctaggart,161.0,164.43948,164.51624,0.0,0.0,0.0
