Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
David Baird,578.0,602.44904,621.7667599999999,642.37825,944.3046999999999
James Coyle,1281.0,846.0,846.0,846.0,846.0
Paul Delaney,346.0,362.2993599999998,380.2384799999999,389.80483,0.0
Kevin Mckeown,291.0,310.35549000000003,358.69592,417.07419,449.96227
Frank Mcnally,745.0,1061.4792400000001,846.0,846.0,846.0
Rosemary Pawson,141.0,147.45183,157.73866,0.0,0.0
