Candidate,Round 1,Round 2
Ken Andrew,1984.0,1984.0
Theo Lockett,377.0,547.0215
Hanzala Malik,1532.0,1914.3938099999998
Colin Mcmillan,61.0,70.58303000000001
Mark Russell,464.0,476.9834600000001
Martha Wardrop,2507.0,1732.0
