Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Mark Burgess,143.0,193.85600000000002,196.78790000000004,221.07299999999998,259.04449999999997
John N Hunter,50.0,74.33599999999998,76.76239999999999,81.4538,0.0
Peter Jamieson,48.0,52.68,53.1181,0.0,0.0
Davie Sandison,375.0,258.0,258.0,258.0,258.0
Ian Scott,145.0,162.16,163.7102,171.84499999999997,190.1706
Vaila Wishart,267.0,267.0,258.0,258.0,258.0
