Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Sandy Allan,300.0,325.82266,361.7121900000001,0.0,0.0
Isobel Davidson,689.0,760.6213399999998,800.9822200000001,918.56478,843.0
Rob Merson,1644.0,843.0,843.0,843.0,843.0
Gillian Louise Owen,705.0,748.8497999999998,764.6156100000001,839.3832500000001,867.09943
Peter Thomas Smyth,399.0,426.77153999999996,457.82351000000006,511.49689,531.4623899999999
Richard Thomson,474.0,1055.25346,843.0,843.0,843.0
