Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Troy Davidson,285.0,397.48,469.4584,539.2261,0.0,0.0
Cal Dempsey,924.0,947.37475,949.0595500000001,1008.6958,1099.7892499999998,1913.92455
Maureen Devlin,1633.0,1346.0,1346.0,1346.0,1346.0,1346.0
Kenny Mccreary,1485.0,1485.0,1346.0,1346.0,1346.0,1346.0
Jim Mcguigan,811.0,844.5682499999999,848.4058499999999,941.2992,994.8299000000001,0.0
John Reid Stubbs,243.0,275.33799999999997,280.57959999999997,0.0,0.0,0.0
