Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Marie Burns,1334.0,997.0,997.0,997.0,997.0,997.0
Ross Collins,150.0,170.20959999999997,177.61503999999996,0.0,0.0,0.0
John Easdale,646.0,663.93602,675.81026,715.50154,845.0719799999999,1401.9095
Irene Oldfather,536.0,546.61004,565.50668,597.55456,681.79046,0.0
Angela Stephen,1065.0,1065.0,997.0,997.0,997.0,997.0
Hugh Wilson,254.0,518.99838,520.2751800000001,574.7867200000001,0.0,0.0
