Candidate,Round 1,Round 2,Round 3,Round 4
Neil Baillie,1085.0,1085.0,964.0,964.0
Colin Clark,1732.0,964.0,964.0,964.0
Marion Ewenson,568.0,951.1062400000001,958.6896,965.63288
Sarah Flavell,206.0,265.41694,269.76622,271.68982000000005
Bryan Stuart,245.0,261.40617,360.10137,362.90432999999996
Judy Margaret Whyte,982.0,982.0,982.0,964.0
