Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Susan Archibald,165.0,214.66839,221.65459999999996,265.90067999999997,0.0,0.0
Ann Bain,708.0,754.7467200000001,769.62644,783.45716,868.59552,1036.1424
William L Clarke,1025.0,1025.0,932.0,932.0,932.0,932.0
Sheila Emmerson,99.0,104.51870999999998,105.78893,0.0,0.0,0.0
Caron Hughes,349.0,621.36457,669.45147,682.34681,734.6405199999999,0.0
Alex Rowley,1380.0,932.0,932.0,932.0,932.0,932.0
