Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Nick Martin,348.0,352.45436000000007,353.78244,354.03573000000006,0.0,0.0
Neil Mcghee,1018.0,1018.0,849.0,849.0,849.0,849.0
Neil Murray,496.0,510.06639999999993,622.28916,628.41305,704.68528,0.0
Stephanie Primrose,462.0,665.7283600000001,670.5426500000001,671.00772,735.60848,869.7275099999999
Jim Roberts,1109.0,849.0,849.0,849.0,849.0,849.0
David Shaw,810.0,827.8174399999998,857.0351999999998,849.0,849.0,849.0
