Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
John Aitken,235.0,288.52552000000003,299.89132,365.04925000000003,0.0,0.0
Geoff Bush,71.0,154.69921999999997,156.35786,0.0,0.0,0.0
Julie Dettbarn,1635.0,1206.0,1206.0,1206.0,1206.0,1206.0
Stephen Ferry,955.0,964.70806,967.0584400000001,971.6824,1072.1575400000002,1836.75947
Arthur Spurling,814.0,823.70806,826.91722,830.46682,879.90898,0.0
Duncan Townson,1110.0,1236.72954,1206.0,1206.0,1206.0,1206.0
