Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
Bill Kerr-Smith,428.0,456.15574999999984,575.8759,578.77927,0.0
Jenny Claire Marr,274.0,336.90799000000004,0.0,0.0,0.0
Stuart Douglas Mckenzie,1045.0,1060.9281099999998,1079.7894699999997,1080.27724,1254.14984
Ann Montague,616.0,634.3414600000001,657.5939199999999,658.26436,805.99931
Bryan Pottinger,1473.0,1236.0,1236.0,1236.0,1236.0
Peter Smaill,1106.0,1153.30166,1255.71244,1236.0,1236.0
