Candidate,Round 1,Round 2,Round 3,Round 4,Round 5
James Kelly,277.0,296.9529,300.3643,0.0,0.0
Kirsty Law,720.0,738.5129999999998,747.7472,761.3643,1301.9119999999998
Jim Macleod,633.0,657.4782999999999,669.9182,682.5638,0.0
Drew Mckenzie,543.0,603.4757999999999,615.1784,781.0805,843.6914
Robert Moran,1016.0,807.0,807.0,807.0,807.0
Louise Williams,38.0,45.8166,0.0,0.0,0.0
