Candidate,Round 1,Round 2,Round 3,Round 4
Bill Berry,728.0,843.03575,871.32475,896.7293500000001
Paul Briggs,140.0,166.44499999999996,0.0,0.0
Bex Holmes,149.0,182.32069999999993,221.60969999999998,0.0
Angela Taylor,1073.0,1157.6240000000003,1193.9708,1260.9043000000001
Gordon Scott Townson,1065.0,1139.0460000000003,1164.9549500000003,1222.5662000000002
Ian Yuill,1626.0,1196.0,1196.0,1196.0
