Candidate,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6
Donald John Macleod,131.0,133.0,135.36687999999998,137.56624,0.0,0.0
Finlay John Macleod,102.0,0.0,0.0,0.0,0.0,0.0
John Norman Macleod,346.0,356.0,356.0,347.0,347.0,347.0
Kenny Macleod,302.0,365.0,347.0,347.0,347.0,347.0
Donald Macsween,271.0,282.0,287.67065,290.35033,338.74851,478.56533
Dorothy Morrison,233.0,242.0,247.62134,250.12406000000001,283.34528,0.0
